time (us),gyro,sim ACC,mag,alt (m),temp,time (s),Senor Acc (m/s^2),Sensor Acc (gs)
78506250,0,4081,0,0.04,25.5,78.50625,9.8112072,1.000123058
78572500,0,4099,0,-2.765,25.5,78.5725,9.8112072,1.000123058
78638750,0,4100,0,0.589,25.5,78.63875,9.8112072,1.000123058
78705000,0,4071,0,-4.633,25.5,78.705,9.8112072,1.000123058
78771250,0,4092,0,2.517,25.5,78.77125,9.8112072,1.000123058
78837500,0,4108,0,3.776,25.5,78.8375,9.8112072,1.000123058
78903750,0,4106,0,0.884,25.5,78.90375,9.8112072,1.000123058
78970000,0,4093,0,1.4,25.5,78.97,9.8112072,1.000123058
79036250,0,4097,0,-1.018,25.5,79.03625,9.8112072,1.000123058
79102500,0,4098,0,-1.564,25.5,79.1025,9.8112072,1.000123058
79168750,0,4076,0,-1.043,25.5,79.16875,9.8112072,1.000123058
79235000,0,4071,0,2.226,25.5,79.235,9.8112072,1.000123058
79301250,0,4089,0,2.15,25.5,79.30125,9.8112072,1.000123058
79367500,0,4096,0,0.901,25.5,79.3675,9.8112072,1.000123058
79433750,0,4097,0,1.059,25.5,79.43375,9.8112072,1.000123058
79500000,0,4093,0,2.222,25.5,79.5,9.8112072,1.000123058
79566250,0,4098,0,2.83,25.5,79.56625,9.8112072,1.000123058
79632500,0,4111,0,-2.175,25.5,79.6325,9.8112072,1.000123058
79698750,0,4123,0,-0.631,25.5,79.69875,9.8112072,1.000123058
79765000,0,4084,0,0.988,25.5,79.765,9.8112072,1.000123058
79831250,0,4107,0,1.17,25.5,79.83125,9.8112072,1.000123058
79897500,0,4101,0,-0.27,25.5,79.8975,9.8112072,1.000123058
79963750,0,4106,0,-2.42,25.5,79.96375,9.8112072,1.000123058
80030000,0,4097,0,1.826,25.5,80.03,9.8112072,1.000123058
80096250,0,4088,0,-0.435,25.5,80.09625,9.8112072,1.000123058
80162500,0,4090,0,0.724,25.5,80.1625,9.8112072,1.000123058
80228750,0,4103,0,1.678,25.5,80.22875,9.8112072,1.000123058
80295000,0,4086,0,1.911,25.5,80.295,9.8112072,1.000123058
80361250,0,4136,0,2.099,25.5,80.36125,9.8112072,1.000123058
80427500,0,4128,0,2.58,25.5,80.4275,9.8112072,1.000123058
80493750,0,4079,0,0.993,25.5,80.49375,9.8112072,1.000123058
80560000,0,4081,0,4.144,25.5,80.56,9.8112072,1.000123058
80626250,0,4120,0,-4.044,25.5,80.62625,9.8112072,1.000123058
80692500,0,4130,0,2.281,25.5,80.6925,9.8112072,1.000123058
80758750,0,4098,0,-0.006,25.5,80.75875,9.8112072,1.000123058
80825000,0,4092,0,2.83,25.5,80.825,9.8112072,1.000123058
80891250,0,4110,0,0.167,25.5,80.89125,9.8112072,1.000123058
80957500,0,4077,0,-0.513,25.5,80.9575,9.8112072,1.000123058
81023750,0,4089,0,1.562,25.5,81.02375,9.8112072,1.000123058
81090000,0,4109,0,3.063,25.5,81.09,9.8112072,1.000123058
81156250,0,4094,0,3.177,25.5,81.15625,9.8112072,1.000123058
81222500,0,4106,0,-1.522,25.5,81.2225,9.8112072,1.000123058
81288750,0,4114,0,0.088,25.5,81.28875,9.8112072,1.000123058
81355000,0,4109,0,-3.022,25.5,81.355,9.8112072,1.000123058
81421250,0,4091,0,1.837,25.5,81.42125,9.8112072,1.000123058
81487500,0,4089,0,-0.523,25.5,81.4875,9.8112072,1.000123058
81553750,0,4080,0,-0.163,25.5,81.55375,9.8112072,1.000123058
81620000,0,4091,0,1.283,25.5,81.62,9.8112072,1.000123058
81686250,0,4089,0,0.694,25.5,81.68625,9.8112072,1.000123058
81752500,0,4095,0,0.621,25.5,81.7525,9.8112072,1.000123058
81818750,0,4093,0,-3.256,25.5,81.81875,9.8112072,1.000123058
81885000,0,4103,0,-1.056,25.5,81.885,9.8112072,1.000123058
81951250,0,4106,0,-2.554,25.5,81.95125,9.8112072,1.000123058
82017500,0,4083,0,-3.381,25.5,82.0175,9.8112072,1.000123058
82083750,0,4109,0,-4.053,25.5,82.08375,9.8112072,1.000123058
82150000,0,4099,0,1.601,25.5,82.15,9.8112072,1.000123058
82216250,0,4074,0,-0.227,25.5,82.21625,9.8112072,1.000123058
82282500,0,4087,0,1.219,25.5,82.2825,9.8112072,1.000123058
82348750,0,4104,0,-1.244,25.5,82.34875,9.8112072,1.000123058
82415000,0,4079,0,-0.678,25.5,82.415,9.8112072,1.000123058
82481250,0,4088,0,-0.379,25.5,82.48125,9.8112072,1.000123058
82547500,0,4086,0,0.506,25.5,82.5475,9.8112072,1.000123058
82613750,0,4103,0,-1.51,25.5,82.61375,9.8112072,1.000123058
82680000,0,4081,0,5.327,25.5,82.68,9.8112072,1.000123058
82746250,0,4072,0,-4.224,25.5,82.74625,9.8112072,1.000123058
82812500,0,4111,0,0.728,25.5,82.8125,9.8112072,1.000123058
82878750,0,4098,0,-0.104,25.5,82.87875,9.8112072,1.000123058
82945000,0,4078,0,2.623,25.5,82.945,9.8112072,1.000123058
83011250,0,4084,0,2.108,25.5,83.01125,9.8112072,1.000123058
83077500,0,4102,0,0.217,25.5,83.0775,9.8112072,1.000123058
83143750,0,4112,0,1.818,25.5,83.14375,9.8112072,1.000123058
83210000,0,4086,0,0.762,25.5,83.21,9.8112072,1.000123058
83276250,0,4103,0,0.774,25.5,83.27625,9.8112072,1.000123058
83342500,0,4102,0,-1.942,25.5,83.3425,9.8112072,1.000123058
83408750,0,4109,0,-0.771,25.5,83.40875,9.8112072,1.000123058
83475000,0,4076,0,-0.269,25.5,83.475,9.8112072,1.000123058
83541250,0,4100,0,-2.598,25.5,83.54125,9.8112072,1.000123058
83607500,0,4132,0,2.626,25.5,83.6075,9.8112072,1.000123058
83673750,0,4113,0,-0.352,25.5,83.67375,9.8112072,1.000123058
83740000,0,4077,0,-1.866,25.5,83.74,9.8112072,1.000123058
83806250,0,4068,0,-0.438,25.5,83.80625,9.8112072,1.000123058
83872500,0,4101,0,-0.411,25.5,83.8725,9.8112072,1.000123058
83938750,0,4066,0,-0.792,25.5,83.93875,9.8112072,1.000123058
84005000,0,4091,0,3.94,25.5,84.005,9.8112072,1.000123058
84071250,0,4097,0,1.875,25.5,84.07125,9.8112072,1.000123058
84137500,0,4107,0,-0.784,25.5,84.1375,9.8112072,1.000123058
84203750,0,4096,0,-2.427,25.5,84.20375,9.8112072,1.000123058
84270000,0,4083,0,-1.079,25.5,84.27,9.8112072,1.000123058
84336250,0,4077,0,-0.355,25.5,84.33625,9.8112072,1.000123058
84402500,0,4141,0,-1.566,25.5,84.4025,9.8112072,1.000123058
84468750,0,4063,0,-2.063,25.5,84.46875,9.8112072,1.000123058
84535000,0,4117,0,2.189,25.5,84.535,9.8112072,1.000123058
84601250,0,4096,0,-1.583,25.5,84.60125,9.8112072,1.000123058
84667500,0,4082,0,-2.134,25.5,84.6675,9.8112072,1.000123058
84733750,0,4111,0,-0.166,25.5,84.73375,9.8112072,1.000123058
84800000,0,4089,0,-1.739,25.5,84.8,9.8112072,1.000123058
84866250,0,4105,0,2.415,25.5,84.86625,9.8112072,1.000123058
84932500,0,4110,0,3.621,25.5,84.9325,9.8112072,1.000123058
84998750,0,4113,0,2.845,25.5,84.99875,9.8112072,1.000123058
85065000,0,4081,0,2.021,25.5,85.065,9.8112072,1.000123058
85131250,0,4114,0,-1.132,25.5,85.13125,9.8112072,1.000123058
85197500,0,4094,0,1.978,25.5,85.1975,9.8112072,1.000123058
85263750,0,4081,0,-5.307,25.5,85.26375,9.8112072,1.000123058
85330000,0,4092,0,2.656,25.5,85.33,9.8112072,1.000123058
85396250,0,4107,0,1.907,25.5,85.39625,9.8112072,1.000123058
85462500,0,4102,0,0.63,25.5,85.4625,9.8112072,1.000123058
85528750,0,4110,0,6.198,25.5,85.52875,9.8112072,1.000123058
85595000,0,4119,0,0.039,25.5,85.595,9.8112072,1.000123058
85661250,0,4116,0,-2.847,25.5,85.66125,9.8112072,1.000123058
85727500,0,4070,0,5.581,25.5,85.7275,9.8112072,1.000123058
85793750,0,4102,0,-1.461,25.5,85.79375,9.8112072,1.000123058
85860000,0,4079,0,-1.954,25.5,85.86,9.8112072,1.000123058
85926250,0,4105,0,-3.282,25.5,85.92625,9.8112072,1.000123058
85992500,0,4105,0,-1.53,25.5,85.9925,9.8112072,1.000123058
86058750,0,4092,0,2.552,25.5,86.05875,9.8112072,1.000123058
86125000,0,4072,0,-0.33,25.5,86.125,9.8112072,1.000123058
86191250,0,4135,0,-1.868,25.5,86.19125,9.8112072,1.000123058
86257500,0,4094,0,-1.481,25.5,86.2575,9.8112072,1.000123058
86323750,0,4089,0,-4.221,25.5,86.32375,9.8112072,1.000123058
86390000,0,4117,0,0.722,25.5,86.39,9.8112072,1.000123058
86456250,0,4109,0,-2.494,25.5,86.45625,9.8112072,1.000123058
86522500,0,4104,0,1.394,25.5,86.5225,9.8112072,1.000123058
86588750,0,4114,0,0.101,25.5,86.58875,9.8112072,1.000123058
86655000,0,4089,0,-1.556,25.5,86.655,9.8112072,1.000123058
86721250,0,4099,0,-0.378,25.5,86.72125,9.8112072,1.000123058
86787500,0,4085,0,-2.773,25.5,86.7875,9.8112072,1.000123058
86853750,0,4106,0,4.444,25.5,86.85375,9.8112072,1.000123058
86920000,0,4109,0,-1.739,25.5,86.92,9.8112072,1.000123058
86986250,0,4096,0,3.297,25.5,86.98625,9.8112072,1.000123058
87052500,0,4087,0,0.666,25.5,87.0525,9.8112072,1.000123058
87118750,0,4100,0,-3.749,25.5,87.11875,9.8112072,1.000123058
87185000,0,4079,0,1.644,25.5,87.185,9.8112072,1.000123058
87251250,0,4094,0,0.619,25.5,87.25125,9.8112072,1.000123058
87317500,0,4085,0,1.834,25.5,87.3175,9.8112072,1.000123058
87383750,0,4089,0,4.129,25.5,87.38375,9.8112072,1.000123058
87450000,0,4118,0,-0.1,25.5,87.45,9.8112072,1.000123058
87516250,0,4110,0,0.788,25.5,87.51625,9.8112072,1.000123058
87582500,0,4098,0,1.021,25.5,87.5825,9.8112072,1.000123058
87648750,0,4099,0,2.069,25.5,87.64875,9.8112072,1.000123058
87715000,0,4107,0,0.295,25.5,87.715,9.8112072,1.000123058
87781250,0,4101,0,0.012,25.5,87.78125,9.8112072,1.000123058
87847500,0,4118,0,1.114,25.5,87.8475,9.8112072,1.000123058
87913750,0,4058,0,-0.317,25.5,87.91375,9.8112072,1.000123058
87980000,0,4102,0,1.135,25.5,87.98,9.8112072,1.000123058
88046250,0,4105,0,2.856,25.5,88.04625,9.8112072,1.000123058
88112500,0,4071,0,3.394,25.5,88.1125,9.8112072,1.000123058
88178750,0,4095,0,-0.696,25.5,88.17875,9.8112072,1.000123058
88245000,0,4075,0,-0.372,25.5,88.245,9.8112072,1.000123058
88311250,0,4115,0,-2.355,25.5,88.31125,9.8112072,1.000123058
88377500,0,4099,0,3.855,25.5,88.3775,9.8112072,1.000123058
88443750,0,4099,0,-1.179,25.5,88.44375,9.8112072,1.000123058
88510000,0,4074,0,-1.814,25.5,88.51,9.8112072,1.000123058
88576250,0,4099,0,-2.251,25.5,88.57625,9.8112072,1.000123058
88642500,0,4108,0,1.261,25.5,88.6425,9.8112072,1.000123058
88708750,0,4105,0,2.367,25.5,88.70875,9.8112072,1.000123058
88775000,0,4123,0,-1.082,25.5,88.775,9.8112072,1.000123058
88841250,0,4093,0,-1.239,25.5,88.84125,9.8112072,1.000123058
88907500,0,4079,0,-1.227,25.5,88.9075,9.8112072,1.000123058
88973750,0,4098,0,-0.401,25.5,88.97375,9.8112072,1.000123058
89040000,0,4103,0,2.014,25.5,89.04,9.8112072,1.000123058
89106250,0,4070,0,2.205,25.5,89.10625,9.8112072,1.000123058
89172500,0,4100,0,0.856,25.5,89.1725,9.8112072,1.000123058
89238750,0,4115,0,2.539,25.5,89.23875,9.8112072,1.000123058
89305000,0,4081,0,1.327,25.5,89.305,9.8112072,1.000123058
89371250,0,4110,0,-2.586,25.5,89.37125,9.8112072,1.000123058
89437500,0,4103,0,-0.127,25.5,89.4375,9.8112072,1.000123058
89503750,0,4073,0,-1.059,25.5,89.50375,9.8112072,1.000123058
89570000,0,4112,0,-0.481,25.5,89.57,9.8112072,1.000123058
89636250,0,4091,0,2.601,25.5,89.63625,9.8112072,1.000123058
89702500,0,4071,0,-0.256,25.5,89.7025,9.8112072,1.000123058
89768750,0,4094,0,-1.83,25.5,89.76875,9.8112072,1.000123058
89835000,0,4087,0,0.748,25.5,89.835,9.8112072,1.000123058
89901250,0,4078,0,2.19,25.5,89.90125,9.8112072,1.000123058
89967500,0,4106,0,0.802,25.5,89.9675,9.8112072,1.000123058
90033750,0,4063,0,3.557,25.5,90.03375,9.8112072,1.000123058
90100000,0,4133,0,0.82,25.5,90.1,9.8112072,1.000123058
90166250,0,4109,0,-1.664,25.5,90.16625,9.8112072,1.000123058
90232500,0,4106,0,-0.639,25.5,90.2325,9.8112072,1.000123058
90298750,0,4109,0,1.527,25.5,90.29875,9.8112072,1.000123058
90365000,0,4099,0,3.448,25.5,90.365,9.8112072,1.000123058
90431250,0,4108,0,3.52,25.5,90.43125,9.8112072,1.000123058
90497500,0,4093,0,-0.133,25.5,90.4975,9.8112072,1.000123058
90563750,0,4117,0,0.565,25.5,90.56375,9.8112072,1.000123058
90630000,0,4080,0,-3.513,25.5,90.63,9.8112072,1.000123058
90696250,0,4105,0,0.552,25.5,90.69625,9.8112072,1.000123058
90762500,0,4086,0,1.427,25.5,90.7625,9.8112072,1.000123058
90828750,0,4128,0,-2.371,25.5,90.82875,9.8112072,1.000123058
90895000,0,4082,0,-2.366,25.5,90.895,9.8112072,1.000123058
90961250,0,4091,0,2.694,25.5,90.96125,9.8112072,1.000123058
91027500,0,4108,0,-0.92,25.5,91.0275,9.8112072,1.000123058
91093750,0,4074,0,2.131,25.5,91.09375,9.8112072,1.000123058
91160000,0,4105,0,-0.146,25.5,91.16,9.8112072,1.000123058
91226250,0,4087,0,0.163,25.5,91.22625,9.8112072,1.000123058
91292500,0,4089,0,2.338,25.5,91.2925,9.8112072,1.000123058
91358750,0,4075,0,-0.289,25.5,91.35875,9.8112072,1.000123058
91425000,0,4128,0,1.593,25.5,91.425,9.8112072,1.000123058
91491250,0,4098,0,1.327,25.5,91.49125,9.8112072,1.000123058
91557500,0,4068,0,-1.174,25.5,91.5575,9.8112072,1.000123058
91623750,0,4120,0,0.057,25.5,91.62375,9.8112072,1.000123058
91690000,0,4106,0,2.235,25.5,91.69,9.8112072,1.000123058
91756250,0,4097,0,1.867,25.5,91.75625,9.8112072,1.000123058
91822500,0,4064,0,1.634,25.5,91.8225,9.8112072,1.000123058
91888750,0,4117,0,4.007,25.5,91.88875,9.8112072,1.000123058
91955000,0,4084,0,-2.612,25.5,91.955,9.8112072,1.000123058
92021250,0,4101,0,-1.996,25.5,92.02125,9.8112072,1.000123058
92087500,0,4084,0,1.722,25.5,92.0875,9.8112072,1.000123058
92153750,0,4108,0,2.843,25.5,92.15375,9.8112072,1.000123058
92220000,0,4103,0,3.586,25.5,92.22,9.8112072,1.000123058
92286250,0,4106,0,-0.741,25.5,92.28625,9.8112072,1.000123058
92352500,0,4103,0,-1.019,25.5,92.3525,9.8112072,1.000123058
92418750,0,4087,0,-0.358,25.5,92.41875,9.8112072,1.000123058
92485000,0,4129,0,-1.111,25.5,92.485,9.8112072,1.000123058
92551250,0,4091,0,0.017,25.5,92.55125,9.8112072,1.000123058
92617500,0,4065,0,-1.473,25.5,92.6175,9.8112072,1.000123058
92683750,0,4111,0,-1.489,25.5,92.68375,9.8112072,1.000123058
92750000,0,4062,0,0.37,25.5,92.75,9.8112072,1.000123058
92816250,0,4073,0,0.019,25.5,92.81625,9.8112072,1.000123058
92882500,0,4105,0,-1.076,25.5,92.8825,9.8112072,1.000123058
92948750,0,4116,0,-0.384,25.5,92.94875,9.8112072,1.000123058
93015000,0,4084,0,0.334,25.5,93.015,9.8112072,1.000123058
93081250,0,4076,0,-0.02,25.5,93.08125,9.8112072,1.000123058
93147500,0,4094,0,1.976,25.5,93.1475,9.8112072,1.000123058
93213750,0,4080,0,4.114,25.5,93.21375,9.8112072,1.000123058
93280000,0,4109,0,0.374,25.5,93.28,9.8112072,1.000123058
93346250,0,4094,0,-1.477,25.5,93.34625,9.8112072,1.000123058
93412500,0,4102,0,0.598,25.5,93.4125,9.8112072,1.000123058
93478750,0,4104,0,3.737,25.5,93.47875,9.8112072,1.000123058
93545000,0,4090,0,-1.389,25.5,93.545,9.8112072,1.000123058
93611250,0,4109,0,2.869,25.5,93.61125,9.8112072,1.000123058
93677500,0,4072,0,3.683,25.5,93.6775,9.8112072,1.000123058
93743750,0,4087,0,2.353,25.5,93.74375,9.8112072,1.000123058
93810000,0,4092,0,0.982,25.5,93.81,9.8112072,1.000123058
93876250,0,4095,0,-0.836,25.5,93.87625,9.8112072,1.000123058
93942500,0,4117,0,-1.668,25.5,93.9425,9.8112072,1.000123058
94008750,0,4093,0,1.335,25.5,94.00875,9.8112072,1.000123058
94075000,0,4084,0,-2.533,25.5,94.075,9.8112072,1.000123058
94141250,0,4110,0,2.523,25.5,94.14125,9.8112072,1.000123058
94207500,0,4090,0,-0.626,25.5,94.2075,9.8112072,1.000123058
94273750,0,4111,0,-0.829,25.5,94.27375,9.8112072,1.000123058
94340000,0,4086,0,-1.963,25.5,94.34,9.8112072,1.000123058
94406250,0,4103,0,2.149,25.5,94.40625,9.8112072,1.000123058
94472500,0,4063,0,-2.256,25.5,94.4725,9.8112072,1.000123058
94538750,0,4080,0,2.183,25.5,94.53875,9.8112072,1.000123058
94605000,0,4097,0,4.376,25.5,94.605,9.8112072,1.000123058
94671250,0,4103,0,1.483,25.5,94.67125,9.8112072,1.000123058
94737500,0,4089,0,-1.49,25.5,94.7375,9.8112072,1.000123058
94803750,0,4120,0,5.24,25.5,94.80375,9.8112072,1.000123058
94870000,0,4080,0,-0.958,25.5,94.87,9.8112072,1.000123058
94936250,0,4116,0,1.167,25.5,94.93625,9.8112072,1.000123058
95002500,0,4078,0,-0.262,25.5,95.0025,9.8112072,1.000123058
95068750,0,4097,0,-2.81,25.5,95.06875,9.8112072,1.000123058
95135000,0,4122,0,3.6,25.5,95.135,9.8112072,1.000123058
95201250,0,4092,0,1.604,25.5,95.20125,9.8112072,1.000123058
95267500,0,4109,0,1.342,25.5,95.2675,9.8112072,1.000123058
95333750,0,4127,0,0.179,25.5,95.33375,9.8112072,1.000123058
95400000,0,4100,0,-0.937,25.5,95.4,9.8112072,1.000123058
95466250,0,4117,0,-2.861,25.5,95.46625,9.8112072,1.000123058
95532500,0,4129,0,-0.75,25.5,95.5325,9.8112072,1.000123058
95598750,0,4108,0,2.19,25.5,95.59875,9.8112072,1.000123058
95665000,0,4126,0,0.789,25.5,95.665,9.8112072,1.000123058
95731250,0,4077,0,3.433,25.5,95.73125,9.8112072,1.000123058
95797500,0,4074,0,-2.133,25.5,95.7975,9.8112072,1.000123058
95863750,0,4091,0,1.528,25.5,95.86375,9.8112072,1.000123058
95930000,0,4117,0,5.07,25.5,95.93,9.8112072,1.000123058
95996250,0,4099,0,1.314,25.5,95.99625,9.8112072,1.000123058
96062500,0,4105,0,1.867,25.5,96.0625,9.8112072,1.000123058
96128750,0,4118,0,1.37,25.5,96.12875,9.8112072,1.000123058
96195000,0,4098,0,-0.649,25.5,96.195,9.8112072,1.000123058
96261250,0,4084,0,-0.008,25.5,96.26125,9.8112072,1.000123058
96327500,0,4099,0,-1.945,25.5,96.3275,9.8112072,1.000123058
96393750,0,4094,0,-1.548,25.5,96.39375,9.8112072,1.000123058
96460000,0,4105,0,1.291,25.5,96.46,9.8112072,1.000123058
96526250,0,4115,0,-1.084,25.5,96.52625,9.8112072,1.000123058
96592500,0,4096,0,1.66,25.5,96.5925,9.8112072,1.000123058
96658750,0,4089,0,1.935,25.5,96.65875,9.8112072,1.000123058
96725000,0,4096,0,-1.302,25.5,96.725,9.8112072,1.000123058
96791250,0,4073,0,-0.527,25.5,96.79125,9.8112072,1.000123058
96857500,0,4116,0,-3.333,25.5,96.8575,9.8112072,1.000123058
96923750,0,4097,0,1.366,25.5,96.92375,9.8112072,1.000123058
96990000,0,4108,0,-0.459,25.5,96.99,9.8112072,1.000123058
97056250,0,4104,0,0.994,25.5,97.05625,9.8112072,1.000123058
97122500,0,4121,0,1.105,25.5,97.1225,9.8112072,1.000123058
97188750,0,4079,0,-0.811,25.5,97.18875,9.8112072,1.000123058
97255000,0,4081,0,0.373,25.5,97.255,9.8112072,1.000123058
97321250,0,4074,0,3.902,25.5,97.32125,9.8112072,1.000123058
97387500,0,4105,0,2.111,25.5,97.3875,9.8112072,1.000123058
97453750,0,4078,0,4.04,25.5,97.45375,9.8112072,1.000123058
97520000,0,4096,0,0.666,25.5,97.52,9.8112072,1.000123058
97586250,0,4089,0,0.767,25.5,97.58625,9.8112072,1.000123058
97652500,0,4087,0,-2.809,25.5,97.6525,9.8112072,1.000123058
97718750,0,4099,0,3.292,25.5,97.71875,9.8112072,1.000123058
97785000,0,4104,0,1.322,25.5,97.785,9.8112072,1.000123058
97851250,0,4111,0,1.292,25.5,97.85125,9.8112072,1.000123058
97917500,0,4075,0,5.175,25.5,97.9175,9.8112072,1.000123058
97983750,0,4096,0,-0.128,25.5,97.98375,9.8112072,1.000123058
98050000,0,4057,0,-2.067,25.5,98.05,9.8112072,1.000123058
98116250,0,4103,0,1.761,25.5,98.11625,9.8112072,1.000123058
98182500,0,4078,0,0.481,25.5,98.1825,9.8112072,1.000123058
98248750,0,4090,0,0.694,25.5,98.24875,9.8112072,1.000123058
98315000,0,4097,0,3.398,25.5,98.315,9.8112072,1.000123058
98381250,0,4105,0,0.703,25.5,98.38125,9.8112072,1.000123058
98447500,0,4113,0,-0.989,25.5,98.4475,9.8112072,1.000123058
98513750,0,4108,0,5.728,25.5,98.51375,9.8112072,1.000123058
98580000,0,4110,0,0.574,25.5,98.58,9.8112072,1.000123058
98646250,0,4106,0,-0.797,25.5,98.64625,9.8112072,1.000123058
98712500,0,4082,0,0.029,25.5,98.7125,9.8112072,1.000123058
98778750,0,4102,0,1.778,25.5,98.77875,9.8112072,1.000123058
98845000,0,4115,0,-3.145,25.5,98.845,9.8112072,1.000123058
98911250,0,4095,0,1.96,25.5,98.91125,9.8112072,1.000123058
98977500,0,4086,0,0.964,25.5,98.9775,9.8112072,1.000123058
99043750,0,4099,0,1.415,25.5,99.04375,9.8112072,1.000123058
99110000,0,4085,0,-0.969,25.5,99.11,9.8112072,1.000123058
99176250,0,4112,0,2.512,25.5,99.17625,9.8112072,1.000123058
99242500,0,4125,0,0.471,25.5,99.2425,9.8112072,1.000123058
99308750,0,4078,0,2.067,25.5,99.30875,9.8112072,1.000123058
99375000,0,4081,0,0.808,25.5,99.375,9.8112072,1.000123058
99441250,0,4096,0,-1.448,25.5,99.44125,9.8112072,1.000123058
99507500,0,4111,0,-2.585,25.5,99.5075,9.8112072,1.000123058
99573750,0,4100,0,1.669,25.5,99.57375,9.8112072,1.000123058
99640000,0,4097,0,1.607,25.5,99.64,9.8112072,1.000123058
99706250,0,4093,0,-3.882,25.5,99.70625,9.8112072,1.000123058
99772500,0,4077,0,0.525,25.5,99.7725,9.8112072,1.000123058
99838750,0,4104,0,0.706,25.5,99.83875,9.8112072,1.000123058
99905000,0,4092,0,0.939,25.5,99.905,9.8112072,1.000123058
99971250,0,4098,0,4.725,25.5,99.97125,9.8112072,1.000123058
100037500,0,4084,0,-1.73,25.5,100.0375,9.8112072,1.000123058
100103750,0,4093,0,2.513,25.5,100.10375,9.8112072,1.000123058
100170000,0,4090,0,0.786,25.5,100.17,9.8112072,1.000123058
100236250,0,4103,0,-0.634,25.5,100.23625,9.8112072,1.000123058
100302500,0,4083,0,5.074,25.5,100.3025,9.8112072,1.000123058
100368750,0,4068,0,0.301,25.5,100.36875,9.8112072,1.000123058
100435000,0,4098,0,0.792,25.5,100.435,9.8112072,1.000123058
100501250,0,4086,0,1.029,25.5,100.50125,9.8112072,1.000123058
100567500,0,4108,0,-4.311,25.5,100.5675,9.8112072,1.000123058
100633750,0,4111,0,-1.548,25.5,100.63375,9.8112072,1.000123058
100700000,0,4077,0,-2.268,25.5,100.7,9.8112072,1.000123058
100766250,0,4114,0,3.37,25.5,100.76625,9.8112072,1.000123058
100832500,0,4084,0,1.171,25.5,100.8325,9.8112072,1.000123058
100898750,0,4090,0,2.272,25.5,100.89875,9.8112072,1.000123058
100965000,0,4098,0,-0.644,25.5,100.965,9.8112072,1.000123058
101031250,0,4077,0,-1.225,25.5,101.03125,9.8112072,1.000123058
101097500,0,4108,0,1.679,25.5,101.0975,9.8112072,1.000123058
101163750,0,4122,0,-2.649,25.5,101.16375,9.8112072,1.000123058
101230000,0,4097,0,-0.322,25.5,101.23,9.8112072,1.000123058
101296250,0,4093,0,-0.074,25.5,101.29625,9.8112072,1.000123058
101362500,0,4074,0,0.919,25.5,101.3625,9.8112072,1.000123058
101428750,0,4090,0,-2.056,25.5,101.42875,9.8112072,1.000123058
101495000,0,4091,0,-0.379,25.5,101.495,9.8112072,1.000123058
101561250,0,4102,0,1.386,25.5,101.56125,9.8112072,1.000123058
101627500,0,4103,0,-1.916,25.5,101.6275,9.8112072,1.000123058
101693750,0,4091,0,0.354,25.5,101.69375,9.8112072,1.000123058
101760000,0,4086,0,1.541,25.5,101.76,9.8112072,1.000123058
101826250,0,4116,0,-0.807,25.5,101.82625,9.8112072,1.000123058
101892500,0,4103,0,-3.209,25.5,101.8925,9.8112072,1.000123058
101958750,0,4085,0,-1.767,25.5,101.95875,9.8112072,1.000123058
102025000,0,4062,0,-1.479,25.5,102.025,9.8112072,1.000123058
102091250,0,4130,0,1.895,25.5,102.09125,9.8112072,1.000123058
102157500,0,4097,0,-1.313,25.5,102.1575,9.8112072,1.000123058
102223750,0,4109,0,-1.371,25.5,102.22375,9.8112072,1.000123058
102290000,0,4093,0,0.045,25.5,102.29,9.8112072,1.000123058
102356250,0,4095,0,3.643,25.5,102.35625,9.8112072,1.000123058
102422500,0,4099,0,0.152,25.5,102.4225,9.8112072,1.000123058
102488750,0,4076,0,-0.403,25.5,102.48875,9.8112072,1.000123058
102555000,0,4090,0,1.091,25.5,102.555,9.8112072,1.000123058
102621250,0,4095,0,0.663,25.5,102.62125,9.8112072,1.000123058
102687500,0,4101,0,-0.515,25.5,102.6875,9.8112072,1.000123058
102753750,0,4094,0,0.761,25.5,102.75375,9.8112072,1.000123058
102820000,0,4106,0,0.941,25.5,102.82,9.8112072,1.000123058
102886250,0,4119,0,2.139,25.5,102.88625,9.8112072,1.000123058
102952500,0,4072,0,-1.654,25.5,102.9525,9.8112072,1.000123058
103018750,0,4107,0,-0.055,25.5,103.01875,9.8112072,1.000123058
103085000,0,4106,0,3.264,25.5,103.085,9.8112072,1.000123058
103151250,0,4096,0,-0.454,25.5,103.15125,9.8112072,1.000123058
103217500,0,4130,0,3.557,25.5,103.2175,9.8112072,1.000123058
103283750,0,4086,0,2.874,25.5,103.28375,9.8112072,1.000123058
103350000,0,4110,0,1.057,25.5,103.35,9.8112072,1.000123058
103416250,0,4105,0,0.806,25.5,103.41625,9.8112072,1.000123058
103482500,0,4102,0,-0.295,25.5,103.4825,9.8112072,1.000123058
103548750,0,4094,0,-1.204,25.5,103.54875,9.8112072,1.000123058
103615000,0,4096,0,1.064,25.5,103.615,9.8112072,1.000123058
103681250,0,4120,0,-1.478,25.5,103.68125,9.8112072,1.000123058
103747500,0,4101,0,-3.436,25.5,103.7475,9.8112072,1.000123058
103813750,0,4117,0,-1.267,25.5,103.81375,9.8112072,1.000123058
103880000,0,4102,0,-2.72,25.5,103.88,9.8112072,1.000123058
103946250,0,4095,0,1.85,25.5,103.94625,9.8112072,1.000123058
