time (us),gyro,sim ACC,mag,alt (m),temp,time (s),Senor Acc (m/s^2),Sensor Acc (gs),,R1,R2
135348750,0,-4068,0,1.98,25.5,135.34875,9.8112072,1.000123058,,-28.08069286,1.980482336
135415000,0,-4100,0,-2.017,25.5,135.415,9.8112072,1.000123058,,3.520295117,-2.016808378
135481250,0,-4048,0,4.533,25.5,135.48125,9.8112072,1.000123058,,-47.86317753,4.532858256
135547500,0,-4104,0,2.973,25.5,135.5475,9.8112072,1.000123058,,7.961509638,2.972640416
135613750,0,-4098,0,-0.981,25.5,135.61375,9.8112072,1.000123058,,2.329550498,-0.981028432
135680000,0,-4095,0,-2.734,25.5,135.68,9.8112072,1.000123058,,-1.292291677,-2.734263263
135746250,0,-4100,0,1.839,25.5,135.74625,9.8112072,1.000123058,,4.393239956,1.839297323
135812500,0,-4099,0,-0.176,25.5,135.8125,9.8112072,1.000123058,,3.451499498,-0.175877229
135878750,0,-4093,0,1.294,25.5,135.87875,9.8112072,1.000123058,,-3.159325337,1.293887037
135945000,0,-4088,0,0.866,25.5,135.945,9.8112072,1.000123058,,-7.84070755,0.866098917
136011250,0,-4073,0,3.141,25.5,136.01125,9.8112072,1.000123058,,-22.60877835,3.140722636
136077500,0,-4107,0,-1.734,25.5,136.0775,9.8112072,1.000123058,,11.45084726,-1.734192092
136143750,0,-4080,0,4.518,25.5,136.14375,9.8112072,1.000123058,,-15.63558658,4.518398834
136210000,0,-4086,0,1.012,25.5,136.21,9.8112072,1.000123058,,-9.567151195,1.011760244
136276250,0,-4094,0,-1.578,25.5,136.27625,9.8112072,1.000123058,,-1.899362137,-1.577930419
136342500,0,-4122,0,-0.49,25.5,136.3425,9.8112072,1.000123058,,25.67067694,-0.489961368
136408750,0,-4092,0,2.709,25.5,136.40875,9.8112072,1.000123058,,-4.244320112,2.709123318
136475000,0,-4055,0,0.28,25.5,136.475,9.8112072,1.000123058,,-40.79004447,0.28011481
136541250,0,-4089,0,3.297,25.5,136.54125,9.8112072,1.000123058,,-7.102563821,3.296658692
136607500,0,-4091,0,-1.94,25.5,136.6075,9.8112072,1.000123058,,-5.492364037,-1.939648993
136673750,0,-4092,0,-0.074,25.5,136.67375,9.8112072,1.000123058,,-4.241491928,-0.073685586
136740000,0,-4078,0,-0.58,25.5,136.74,9.8112072,1.000123058,,-17.75274588,-0.580142621
136806250,0,-4092,0,2.255,25.5,136.80625,9.8112072,1.000123058,,-3.863188674,2.25483411
136872500,0,-4098,0,-1.58,25.5,136.8725,9.8112072,1.000123058,,2.175722583,-1.580028362
136938750,0,-4083,0,0.595,25.5,136.93875,9.8112072,1.000123058,,-13.22567191,0.595175931
137005000,0,-4083,0,-0.67,25.5,137.005,9.8112072,1.000123058,,-12.69223266,-0.669954211
137071250,0,-4090,0,3.161,25.5,137.07125,9.8112072,1.000123058,,-6.274905157,3.160766322
137137500,0,-4082,0,-1.756,25.5,137.1375,9.8112072,1.000123058,,-13.93336666,-1.75585344
137203750,0,-4083,0,-0.994,25.5,137.20375,9.8112072,1.000123058,,-12.86171015,-0.994118082
137270000,0,-4063,0,-1.237,25.5,137.27,9.8112072,1.000123058,,-33.45929159,-1.237489553
137336250,0,-4087,0,-2.774,25.5,137.33625,9.8112072,1.000123058,,-9.295546614,-2.773670865
137402500,0,-4087,0,-0.133,25.5,137.4025,9.8112072,1.000123058,,-8.952218775,-0.133213541
137468750,0,-4093,0,0.78,25.5,137.46875,9.8112072,1.000123058,,-2.556201546,0.780330787
137535000,0,-4064,0,-2.121,25.5,137.535,9.8112072,1.000123058,,-31.75518144,-2.121057256
137601250,0,-4093,0,2.777,25.5,137.60125,9.8112072,1.000123058,,-2.851314889,2.776636109
137667500,0,-4087,0,-1.576,25.5,137.6675,9.8112072,1.000123058,,-9.463227414,-1.576392939
137733750,0,-4094,0,1.01,25.5,137.73375,9.8112072,1.000123058,,-1.827061583,1.010308706
137800000,0,-4088,0,0.154,25.5,137.8,9.8112072,1.000123058,,-7.774726661,0.153939088
137866250,0,-4098,0,0.361,25.5,137.86625,9.8112072,1.000123058,,2.215311105,0.360795973
137932500,0,-4092,0,1.132,25.5,137.9325,9.8112072,1.000123058,,-3.651288838,1.131557821
137998750,0,-4089,0,2.749,25.5,137.99875,9.8112072,1.000123058,,-7.159543945,2.748548486
138065000,0,-4104,0,1.02,25.5,138.065,9.8112072,1.000123058,,8.225068463,1.019515465
138131250,0,-4074,0,2.639,25.5,138.13125,9.8112072,1.000123058,,-21.86830757,2.638526735
138197500,0,-4094,0,4.712,25.5,138.1975,9.8112072,1.000123058,,-2.396929846,4.711656196
138263750,0,-4145,0,-4.047,25.5,138.26375,9.8112072,1.000123058,,48.84955694,-4.046877079
138330000,0,-4110,0,1.446,25.5,138.33,9.8112072,1.000123058,,14.04467564,1.445897486
138396250,0,-4119,0,-5.195,25.5,138.39625,9.8112072,1.000123058,,22.93541448,-5.195176742
138462500,0,-4119,0,-0.362,25.5,138.4625,9.8112072,1.000123058,,23.35206982,-0.362498435
138528750,0,-4101,0,0.513,25.5,138.52875,9.8112072,1.000123058,,4.876794548,0.513245181
138595000,0,-4097,0,1.52,25.5,138.595,9.8112072,1.000123058,,1.055962051,1.520483209
138661250,0,-4100,0,2.855,25.5,138.66125,9.8112072,1.000123058,,4.431701075,2.85510058
138727500,0,-4110,0,-1.792,25.5,138.7275,9.8112072,1.000123058,,13.57475271,-1.791918567
138793750,0,-4097,0,2.643,25.5,138.79375,9.8112072,1.000123058,,1.130755325,2.642704794
138860000,0,-4088,0,1.449,25.5,138.86,9.8112072,1.000123058,,-8.270870825,1.448722531
138926250,0,-4083,0,1.746,25.5,138.92625,9.8112072,1.000123058,,-12.9084134,1.74570632
138992500,0,-4085,0,-0.429,25.5,138.9925,9.8112072,1.000123058,,-11.0910248,-0.428880507
139058750,0,-4077,0,-3.279,25.5,139.05875,9.8112072,1.000123058,,-19.40541561,-3.278571828
139125000,0,-4091,0,-2.658,25.5,139.125,9.8112072,1.000123058,,-5.023074948,-2.658311526
139191250,0,-4099,0,0.324,25.5,139.19125,9.8112072,1.000123058,,3.325065775,0.32410432
139257500,0,-4098,0,-0.727,25.5,139.2575,9.8112072,1.000123058,,1.772095421,-0.727308174
139323750,0,-4089,0,1.751,25.5,139.32375,9.8112072,1.000123058,,-6.758825506,1.751127445
139390000,0,-4069,0,4.771,25.5,139.39,9.8112072,1.000123058,,-27.23770266,4.770891755
139456250,0,-4069,0,4.21,25.5,139.45625,9.8112072,1.000123058,,-26.99590314,4.209507225
139522500,0,-4083,0,0.091,25.5,139.5225,9.8112072,1.000123058,,-12.98019662,0.091203502
139588750,0,-4111,0,-3.362,25.5,139.58875,9.8112072,1.000123058,,15.31121278,-3.36179756
139655000,0,-4107,0,-0.532,25.5,139.655,9.8112072,1.000123058,,11.35923366,-0.531799174
139721250,0,-4097,0,1.701,25.5,139.72125,9.8112072,1.000123058,,0.654810171,1.701298528
139787500,0,-4064,0,-1.068,25.5,139.7875,9.8112072,1.000123058,,-31.81124661,-1.067527691
139853750,0,-4105,0,-1.63,25.5,139.85375,9.8112072,1.000123058,,8.608984361,-1.629677073
139920000,0,-4099,0,6.827,25.5,139.92,9.8112072,1.000123058,,3.228094948,6.827472376
139986250,0,-4089,0,1.106,25.5,139.98625,9.8112072,1.000123058,,-7.073773116,1.106203335
140052500,0,-4084,0,-0.877,25.5,140.0525,9.8112072,1.000123058,,-11.71376186,-0.877084807
140118750,0,-4100,0,-0.608,25.5,140.11875,9.8112072,1.000123058,,3.752000863,-0.607516091
140185000,0,-4097,0,2.501,25.5,140.185,9.8112072,1.000123058,,1.44391074,2.501493467
140251250,0,-4110,0,-0.084,25.5,140.25125,9.8112072,1.000123058,,13.9994105,-0.084499786
140317500,0,-4087,0,-0.992,25.5,140.3175,9.8112072,1.000123058,,-9.314090651,-0.991977462
140383750,0,-4111,0,-1.33,25.5,140.38375,9.8112072,1.000123058,,15.09609792,-1.330036513
140450000,0,-4086,0,-1.008,25.5,140.45,9.8112072,1.000123058,,-9.573242685,-1.007503364
140516250,0,-4078,0,2.548,25.5,140.51625,9.8112072,1.000123058,,-17.82635983,2.548099742
140582500,0,-4095,0,-1.595,25.5,140.5825,9.8112072,1.000123058,,-0.936368655,-1.595482489
140648750,0,-4103,0,0.04,25.5,140.64875,9.8112072,1.000123058,,7.146294663,0.040462219
140715000,0,-4099,0,-5.263,25.5,140.715,9.8112072,1.000123058,,2.753866253,-5.263041171
140781250,0,-4089,0,-2.646,25.5,140.78125,9.8112072,1.000123058,,-7.039803013,-2.645611809
140847500,0,-4115,0,0.225,25.5,140.8475,9.8112072,1.000123058,,19.16390588,0.224796692
140913750,0,-4089,0,0.148,25.5,140.91375,9.8112072,1.000123058,,-7.449400837,0.148443764
140980000,0,-4095,0,3.976,25.5,140.98,9.8112072,1.000123058,,-1.313850529,3.975827014
141046250,0,-4075,0,-0.545,25.5,141.04625,9.8112072,1.000123058,,-20.65629734,-0.544844899
141112500,0,-4095,0,-1.046,25.5,141.1125,9.8112072,1.000123058,,-0.528328847,-1.045570392
141178750,0,-4112,0,0.36,25.5,141.17875,9.8112072,1.000123058,,16.360122,0.359929386
141245000,0,-4100,0,0.453,25.5,141.245,9.8112072,1.000123058,,4.349449207,0.453141572
141311250,0,-4086,0,2.365,25.5,141.31125,9.8112072,1.000123058,,-9.984295114,2.364977
141377500,0,-4088,0,-2.681,25.5,141.3775,9.8112072,1.000123058,,-7.509232754,-2.680886413
141443750,0,-4111,0,2.668,25.5,141.44375,9.8112072,1.000123058,,15.26713436,2.667896082
141510000,0,-4085,0,1.643,25.5,141.51,9.8112072,1.000123058,,-10.55148881,1.643343482
141576250,0,-4117,0,-0.664,25.5,141.57625,9.8112072,1.000123058,,21.18212904,-0.664111654
141642500,0,-4086,0,1.922,25.5,141.6425,9.8112072,1.000123058,,-10.22811552,1.922030831
141708750,0,-4090,0,0.244,25.5,141.70875,9.8112072,1.000123058,,-5.703439084,0.244173188
141775000,0,-4079,0,-0.367,25.5,141.775,9.8112072,1.000123058,,-17.32147565,-0.366946932
141841250,0,-4085,0,1.111,25.5,141.84125,9.8112072,1.000123058,,-10.81227367,1.110968354
141907500,0,-4084,0,-0.656,25.5,141.9075,9.8112072,1.000123058,,-12.06460398,-0.656379552
141973750,0,-4084,0,-1.135,25.5,141.97375,9.8112072,1.000123058,,-12.32733302,-1.135185981
142040000,0,-4109,0,-1.133,25.5,142.04,9.8112072,1.000123058,,12.65358446,-1.132705106
142106250,0,-4096,0,3.549,25.5,142.10625,9.8112072,1.000123058,,-0.155742498,3.549002606
142172500,0,-4105,0,-1.733,25.5,142.1725,9.8112072,1.000123058,,9.2988639,-1.733089283
142238750,0,-4103,0,-2.341,25.5,142.23875,9.8112072,1.000123058,,6.547776587,-2.34076788
142305000,0,-4097,0,-0.013,25.5,142.305,9.8112072,1.000123058,,1.103730894,-0.012562187
142371250,0,-4106,0,-2.078,25.5,142.37125,9.8112072,1.000123058,,9.949192191,-2.077782033
142437500,0,-4112,0,4.211,25.5,142.4375,9.8112072,1.000123058,,16.47044535,4.211305481
142503750,0,-4063,0,0.789,25.5,142.50375,9.8112072,1.000123058,,-32.7838085,0.789334384
142570000,0,-4098,0,-1.061,25.5,142.57,9.8112072,1.000123058,,2.147541574,-1.060664899
142636250,0,-4108,0,2.555,25.5,142.63625,9.8112072,1.000123058,,11.62119257,2.554681636
142702500,0,-4099,0,-0.782,25.5,142.7025,9.8112072,1.000123058,,3.406176729,-0.782043534
142768750,0,-4093,0,-2.95,25.5,142.76875,9.8112072,1.000123058,,-2.538164074,-2.949879258
142835000,0,-4091,0,2.986,25.5,142.835,9.8112072,1.000123058,,-4.73429728,2.985826138
142901250,0,-4093,0,-0.529,25.5,142.90125,9.8112072,1.000123058,,-3.436719795,-0.529413942
142967500,0,-4095,0,-1.251,25.5,142.9675,9.8112072,1.000123058,,-0.760756582,-1.251195253
143033750,0,-4105,0,-1.415,25.5,143.03375,9.8112072,1.000123058,,9.095783259,-1.414903367
143100000,0,-4085,0,-2.345,25.5,143.1,9.8112072,1.000123058,,-11.23504103,-2.345033767
143166250,0,-4085,0,1.201,25.5,143.16625,9.8112072,1.000123058,,-10.5616931,1.201081443
143232500,0,-4093,0,4.283,25.5,143.2325,9.8112072,1.000123058,,-2.778125526,4.28256402
143298750,0,-4099,0,-0.072,25.5,143.29875,9.8112072,1.000123058,,3.475625875,-0.072271659
143365000,0,-4080,0,1.793,25.5,143.365,9.8112072,1.000123058,,-16.38375157,1.792999279
143431250,0,-4089,0,-0.012,25.5,143.43125,9.8112072,1.000123058,,-6.548230197,-0.011850499
143497500,0,-4110,0,-2.559,25.5,143.4975,9.8112072,1.000123058,,13.53790879,-2.558783087
143563750,0,-4074,0,3.965,25.5,143.56375,9.8112072,1.000123058,,-22.05420515,3.964879738
143630000,0,-4105,0,-0.283,25.5,143.63,9.8112072,1.000123058,,9.042834603,-0.283170958
143696250,0,-4085,0,2.472,25.5,143.69625,9.8112072,1.000123058,,-11.22038102,2.472381262
143762500,0,-4113,0,1.92,25.5,143.7625,9.8112072,1.000123058,,17.29060902,1.91998265
143828750,0,-4098,0,0.61,25.5,143.82875,9.8112072,1.000123058,,2.008195908,0.609778099
143895000,0,-4104,0,2.01,25.5,143.895,9.8112072,1.000123058,,8.457384572,2.00953788
143961250,0,-4092,0,-1.642,25.5,143.96125,9.8112072,1.000123058,,-3.68911169,-1.64191154
144027500,0,-4087,0,-4.943,25.5,144.0275,9.8112072,1.000123058,,-9.03813977,-4.942858371
144093750,0,-4114,0,3.895,25.5,144.09375,9.8112072,1.000123058,,17.81052973,3.894979159
144160000,0,-4090,0,1.245,25.5,144.16,9.8112072,1.000123058,,-5.64113903,1.244765624
144226250,0,-4083,0,-2.715,25.5,144.22625,9.8112072,1.000123058,,-12.94081006,-2.715309183
144292500,0,-4109,0,-0.67,25.5,144.2925,9.8112072,1.000123058,,13.0095304,-0.669627596
144358750,0,-4110,0,2.651,25.5,144.35875,9.8112072,1.000123058,,13.7258181,2.6505044
144425000,0,-4075,0,-1.67,25.5,144.425,9.8112072,1.000123058,,-20.5128804,-1.669929747
144491250,0,-4092,0,-3.763,25.5,144.49125,9.8112072,1.000123058,,-4.366382909,-3.762557171
144557500,0,-4118,0,-3.498,25.5,144.5575,9.8112072,1.000123058,,21.82583526,-3.498021983
144623750,0,-4130,0,1.489,25.5,144.62375,9.8112072,1.000123058,,34.08583564,1.488689123
144690000,0,-4098,0,2.746,25.5,144.69,9.8112072,1.000123058,,1.496691093,2.745858719
144756250,0,-4085,0,-3.374,25.5,144.75625,9.8112072,1.000123058,,-11.10833533,-3.374495847
144822500,0,-4110,0,-0.739,25.5,144.8225,9.8112072,1.000123058,,13.52195325,-0.73949401
144888750,0,-4090,0,2.581,25.5,144.88875,9.8112072,1.000123058,,-6.075090835,2.58084377
144955000,0,-4095,0,0.324,25.5,144.955,9.8112072,1.000123058,,-1.41109595,0.324267561
145021250,0,-4082,0,-1.64,25.5,145.02125,9.8112072,1.000123058,,-13.55588475,-1.639515675
145087500,0,-4080,0,-2.162,25.5,145.0875,9.8112072,1.000123058,,-15.6499987,-2.162106635
145153750,0,-4070,0,-0.817,25.5,145.15375,9.8112072,1.000123058,,-26.43665964,-0.816731879
145220000,0,-4108,0,-2.46,25.5,145.22,9.8112072,1.000123058,,11.53293138,-2.459771933
145286250,0,-4085,0,0.216,25.5,145.28625,9.8112072,1.000123058,,-11.0013257,0.216255927
145352500,0,-4082,0,3.625,25.5,145.3525,9.8112072,1.000123058,,-13.93653703,3.625315659
145418750,0,-4074,0,0.163,25.5,145.41875,9.8112072,1.000123058,,-21.67109323,0.162920946
145485000,0,-4115,0,-2.049,25.5,145.485,9.8112072,1.000123058,,18.74440062,-2.049351084
145551250,0,-4125,0,-2.18,25.5,145.55125,9.8112072,1.000123058,,29.25040607,-2.18038861
145617500,0,-4105,0,-1.234,25.5,145.6175,9.8112072,1.000123058,,8.865186885,-1.234498372
145683750,0,-4086,0,0.215,25.5,145.68375,9.8112072,1.000123058,,-10.22128029,0.215244766
145750000,0,-4061,0,-4.942,25.5,145.75,9.8112072,1.000123058,,-35.40224011,-4.94194491
145816250,0,-4095,0,-1.68,25.5,145.81625,9.8112072,1.000123058,,-1.458435549,-1.679845278
145882500,0,-4106,0,1.338,25.5,145.8825,9.8112072,1.000123058,,10.15550959,1.33804664
145948750,0,-4104,0,0.281,25.5,145.94875,9.8112072,1.000123058,,7.976839247,0.28058256
146015000,0,-4111,0,1.519,25.5,146.015,9.8112072,1.000123058,,14.83947967,1.518701651
146081250,0,-4076,0,-1.172,25.5,146.08125,9.8112072,1.000123058,,-20.29722562,-1.172388455
146147500,0,-4093,0,-2.04,25.5,146.1475,9.8112072,1.000123058,,-2.789127314,-2.040254759
146213750,0,-4113,0,1.677,25.5,146.21375,9.8112072,1.000123058,,16.52714421,1.67728023
146280000,0,-4093,0,-0.815,25.5,146.28,9.8112072,1.000123058,,-3.431919605,-0.8152974
146346250,0,-4084,0,1.37,25.5,146.34625,9.8112072,1.000123058,,-12.32298339,1.370284712
146412500,0,-4099,0,-2.171,25.5,146.4125,9.8112072,1.000123058,,2.609635739,-2.170951733
146478750,0,-4110,0,1.903,25.5,146.47875,9.8112072,1.000123058,,14.19295633,1.902974249
146545000,0,-4119,0,-1.643,25.5,146.545,9.8112072,1.000123058,,22.67877442,-1.642717107
146611250,0,-4089,0,-0.697,25.5,146.61125,9.8112072,1.000123058,,-6.855979385,-0.696881757
146677500,0,-4087,0,-0.425,25.5,146.6775,9.8112072,1.000123058,,-8.850272036,-0.424743416
146743750,0,-4107,0,-1.828,25.5,146.74375,9.8112072,1.000123058,,10.9065307,-1.827980365
146810000,0,-4101,0,-1.581,25.5,146.81,9.8112072,1.000123058,,5.358820408,-1.581277623
146876250,0,-4080,0,-3.533,25.5,146.87625,9.8112072,1.000123058,,-16.1753577,-3.533086127
146942500,0,-4102,0,-1.947,25.5,146.9425,9.8112072,1.000123058,,6.300995146,-1.94686016
147008750,0,-4104,0,0.623,25.5,147.00875,9.8112072,1.000123058,,8.46235872,0.622607289
147075000,0,-4093,0,0.617,25.5,147.075,9.8112072,1.000123058,,-2.705852447,0.617187893
147141250,0,-4088,0,-1.135,25.5,147.14125,9.8112072,1.000123058,,-8.011995753,-1.135456271
147207500,0,-4104,0,0.628,25.5,147.2075,9.8112072,1.000123058,,8.287948472,0.62801562
147273750,0,-4062,0,3.261,25.5,147.27375,9.8112072,1.000123058,,-33.55789195,3.260869155
147340000,0,-4085,0,-2.454,25.5,147.34,9.8112072,1.000123058,,-11.19361777,-2.453851399
147406250,0,-4087,0,-0.234,25.5,147.40625,9.8112072,1.000123058,,-8.811589328,-0.233941156
147472500,0,-4084,0,2.132,25.5,147.4725,9.8112072,1.000123058,,-11.85808106,2.13174841
147538750,0,-4122,0,-0.808,25.5,147.53875,9.8112072,1.000123058,,25.95040209,-0.8080954
147605000,0,-4071,0,-3.097,25.5,147.605,9.8112072,1.000123058,,-24.94863161,-3.097242638
147671250,0,-4130,0,2.713,25.5,147.67125,9.8112072,1.000123058,,33.92677093,2.713214351
147737500,0,-4085,0,1.957,25.5,147.7375,9.8112072,1.000123058,,-10.68498007,1.957068562
147803750,0,-4125,0,0.632,25.5,147.80375,9.8112072,1.000123058,,29.0362959,0.631636424
147870000,0,-4130,0,6.048,25.5,147.87,9.8112072,1.000123058,,33.6420645,6.047569512
147936250,0,-4103,0,-2.095,25.5,147.93625,9.8112072,1.000123058,,7.236901884,-2.09479569
148002500,0,-4099,0,-0.438,25.5,148.0025,9.8112072,1.000123058,,2.946772374,-0.43792556
148068750,0,-4076,0,1.036,25.5,148.06875,9.8112072,1.000123058,,-19.58140114,1.0356385
148135000,0,-4089,0,0.687,25.5,148.135,9.8112072,1.000123058,,-7.053380376,0.686922639
148201250,0,-4095,0,-1.825,25.5,148.20125,9.8112072,1.000123058,,-0.928075869,-1.82514212
148267500,0,-4098,0,-2.036,25.5,148.2675,9.8112072,1.000123058,,1.636764611,-2.035777118
148333750,0,-4081,0,1.01,25.5,148.33375,9.8112072,1.000123058,,-15.48868892,1.009882574
148400000,0,-4102,0,5.455,25.5,148.4,9.8112072,1.000123058,,6.275810942,5.454682891
148466250,0,-4094,0,0.245,25.5,148.46625,9.8112072,1.000123058,,-2.385437052,0.244810489
148532500,0,-4094,0,-1.929,25.5,148.5325,9.8112072,1.000123058,,-1.642514897,-1.929106535
148598750,0,-4085,0,-0.657,25.5,148.59875,9.8112072,1.000123058,,-10.83690881,-0.657368523
148665000,0,-4125,0,3.892,25.5,148.665,9.8112072,1.000123058,,28.89829524,3.892295958
148731250,0,-4112,0,0.164,25.5,148.73125,9.8112072,1.000123058,,15.51577301,0.163857983
148797500,0,-4089,0,2.273,25.5,148.7975,9.8112072,1.000123058,,-7.035913665,2.27268176
148863750,0,-4067,0,-0.683,25.5,148.86375,9.8112072,1.000123058,,-28.85312722,-0.68341174
148930000,0,-4089,0,-1.304,25.5,148.93,9.8112072,1.000123058,,-7.259505118,-1.304483238
148996250,0,-4116,0,-2.014,25.5,148.99625,9.8112072,1.000123058,,19.80389844,-2.013779197
149062500,0,-4089,0,-2.106,25.5,149.0625,9.8112072,1.000123058,,-6.645747778,-2.106237919
149128750,0,-4097,0,2.787,25.5,149.12875,9.8112072,1.000123058,,0.879192682,2.786999499
149195000,0,-4090,0,1.024,25.5,149.195,9.8112072,1.000123058,,-5.810333066,1.024147508
149261250,0,-4110,0,-3.993,25.5,149.26125,9.8112072,1.000123058,,13.76507212,-3.99272836
149327500,0,-4080,0,-1.761,25.5,149.3275,9.8112072,1.000123058,,-15.82553264,-1.761266309
149393750,0,-4094,0,3.276,25.5,149.39375,9.8112072,1.000123058,,-1.607885036,3.275523361
149460000,0,-4091,0,1.671,25.5,149.46,9.8112072,1.000123058,,-5.358537561,1.671024021
149526250,0,-4097,0,2.194,25.5,149.52625,9.8112072,1.000123058,,1.44107878,2.193677434
149592500,0,-4048,0,0.722,25.5,149.5925,9.8112072,1.000123058,,-47.65568886,0.722389032
149658750,0,-4102,0,0.25,25.5,149.65875,9.8112072,1.000123058,,5.623275524,0.250341533
149725000,0,-4065,0,-1.026,25.5,149.725,9.8112072,1.000123058,,-31.09784165,-1.025881583
149791250,0,-4107,0,-2.356,25.5,149.79125,9.8112072,1.000123058,,10.94829612,-2.355882593
149857500,0,-4119,0,-2.358,25.5,149.8575,9.8112072,1.000123058,,23.49565906,-2.358097796
149923750,0,-4076,0,-0.464,25.5,149.92375,9.8112072,1.000123058,,-19.64150648,-0.464220486
149990000,0,-4090,0,-2.923,25.5,149.99,9.8112072,1.000123058,,-6.167612936,-2.923153492
150056250,0,-4103,0,0.911,25.5,150.05625,9.8112072,1.000123058,,7.216342998,0.911185819
150122500,0,-4088,0,2.559,25.5,150.1225,9.8112072,1.000123058,,-8.060910021,2.558706197
150188750,0,-4081,0,-1.859,25.5,150.18875,9.8112072,1.000123058,,-15.32320935,-1.858921302
150255000,0,-4120,0,-4.007,25.5,150.255,9.8112072,1.000123058,,23.57955557,-4.007452658
150321250,0,-4093,0,0.506,25.5,150.32125,9.8112072,1.000123058,,-2.751766464,0.5058968
150387500,0,-4088,0,2.175,25.5,150.3875,9.8112072,1.000123058,,-8.008442078,2.175005669
150453750,0,-4081,0,-0.84,25.5,150.45375,9.8112072,1.000123058,,-14.80483526,-0.840098622
150520000,0,-4096,0,0.788,25.5,150.52,9.8112072,1.000123058,,-0.041295409,0.788448574
150586250,0,-4127,0,0.638,25.5,150.58625,9.8112072,1.000123058,,30.52253173,0.638471004
150652500,0,-4101,0,-4.239,25.5,150.6525,9.8112072,1.000123058,,5.074769526,-4.238948219
150718750,0,-4115,0,0.673,25.5,150.71875,9.8112072,1.000123058,,19.47060811,0.673141375
150785000,0,-4110,0,3.159,25.5,150.785,9.8112072,1.000123058,,14.09331979,3.1591015
150851250,0,-4091,0,-0.878,25.5,150.85125,9.8112072,1.000123058,,-5.026121598,-0.877644767
150917500,0,-4101,0,1.024,25.5,150.9175,9.8112072,1.000123058,,4.506594479,1.02365306
150983750,0,-4110,0,-1.471,25.5,150.98375,9.8112072,1.000123058,,14.44119786,-1.470823551
151050000,0,-4073,0,1.448,25.5,151.05,9.8112072,1.000123058,,-23.27936417,1.448226684
151116250,0,-4085,0,1.374,25.5,151.11625,9.8112072,1.000123058,,-10.703942,1.373510648
151182500,0,-4123,0,-1.416,25.5,151.1825,9.8112072,1.000123058,,27.20016181,-1.416427501
151248750,0,-4087,0,1.708,25.5,151.24875,9.8112072,1.000123058,,-9.055745497,1.708463389
151315000,0,-4082,0,-2.005,25.5,151.315,9.8112072,1.000123058,,-13.87852265,-2.005215419
151381250,0,-4103,0,-2.456,25.5,151.38125,9.8112072,1.000123058,,6.814187264,-2.455910074
151447500,0,-4108,0,2.609,25.5,151.4475,9.8112072,1.000123058,,12.32534219,2.608691241
151513750,0,-4125,0,0.686,25.5,151.51375,9.8112072,1.000123058,,29.08916825,0.685613798
151580000,0,-4095,0,0.76,25.5,151.58,9.8112072,1.000123058,,-0.646686884,0.759654189
151646250,0,-4094,0,3.013,25.5,151.64625,9.8112072,1.000123058,,-2.218210932,3.012965891
151712500,0,-4124,0,2.983,25.5,151.7125,9.8112072,1.000123058,,28.3733162,2.982693757
151778750,0,-4111,0,1.879,25.5,151.77875,9.8112072,1.000123058,,14.83691309,1.879011194
151845000,0,-4102,0,-0.717,25.5,151.845,9.8112072,1.000123058,,6.035541662,-0.717274465
151911250,0,-4095,0,-3.622,25.5,151.91125,9.8112072,1.000123058,,-0.927001606,-3.621728155
151977500,0,-4106,0,2.647,25.5,151.9775,9.8112072,1.000123058,,10.17989047,2.646816683
152043750,0,-4094,0,-0.662,25.5,152.04375,9.8112072,1.000123058,,-1.69089243,-0.661639381
152110000,0,-4127,0,2.241,25.5,152.11,9.8112072,1.000123058,,31.25957396,2.24141391
152176250,0,-4101,0,-1.153,25.5,152.17625,9.8112072,1.000123058,,5.036380957,-1.152779862
152242500,0,-4123,0,0.836,25.5,152.2425,9.8112072,1.000123058,,27.40096557,0.83607158
152308750,0,-4099,0,3.092,25.5,152.30875,9.8112072,1.000123058,,2.732007542,3.092355144
152375000,0,-4104,0,-0.547,25.5,152.375,9.8112072,1.000123058,,7.926821222,-0.547243429
152441250,0,-4101,0,-0.547,25.5,152.44125,9.8112072,1.000123058,,4.858401181,-0.546681288
152507500,0,-4109,0,0.428,25.5,152.5075,9.8112072,1.000123058,,13.18476659,0.427915254
152573750,0,-4097,0,-2.454,25.5,152.57375,9.8112072,1.000123058,,0.726363501,-2.453990494
152640000,0,-4098,0,-1.023,25.5,152.64,9.8112072,1.000123058,,2.120537154,-1.023275308
152706250,0,-4085,0,1.742,25.5,152.70625,9.8112072,1.000123058,,-10.98561177,1.742307481
152772500,0,-4109,0,-3.568,25.5,152.7725,9.8112072,1.000123058,,12.53067909,-3.568044561
152838750,0,-4101,0,-6.001,25.5,152.83875,9.8112072,1.000123058,,4.844031992,-6.00126253
152905000,0,-4099,0,2.076,25.5,152.905,9.8112072,1.000123058,,2.944726253,2.075516561
152971250,0,-4082,0,-1.414,25.5,152.97125,9.8112072,1.000123058,,-14.06581387,-1.413816692
153037500,0,-4096,0,2.094,25.5,153.0375,9.8112072,1.000123058,,-0.068044494,2.093950012
153103750,0,-4119,0,-1.978,25.5,153.10375,9.8112072,1.000123058,,22.95504331,-1.978436176
153170000,0,-4088,0,-2.884,25.5,153.17,9.8112072,1.000123058,,-8.135945444,-2.88424001
153236250,0,-4108,0,-0.859,25.5,153.23625,9.8112072,1.000123058,,11.55916652,-0.858829666
